CGNDB ID,Geographical Name,Generic Term,Province - Territory,Latitude,Longitude,Nearest NSRDB latitude,Nearest NSRDB longitude,Array Type,Market Pricing,Utility-scale Tariff Applied,Annual Generation (MWh) - First Year,Winter Generation (MWh) - First Year,Spring Generation (MWh) - First Year,Summer Generation (MWh) - First Year,Fall Generation (MWh) - First Year,Installation Cost Scenario,Breakeven Price ($/MWh),Reference Price ($/MWh),Breakeven Price (¢/kWh),Reference Price (¢/kWh),Total Capacity (MW)
HABME,Alsask,Hamlet,Saskatchewan,51.37,-109.99,51.37,-109.98,Commercial,Time of use,,272.88,32.17,75.39,87.93,77.37,Current,$81.52 ,$113.05 ,8.15,11.3,0.2
HABME,Alsask,Hamlet,Saskatchewan,51.37,-109.99,51.37,-109.98,Community,Time of use,,272.88,32.17,75.39,87.93,77.37,Current,$73.51 ,$113.05 ,7.35,11.3,0.2
HABME,Alsask,Hamlet,Saskatchewan,51.37,-109.99,51.37,-109.98,Community,Flat,,272.88,32.17,75.39,87.93,77.37,Current,$103.65 ,$113.05 ,10.36,11.3,0.2
HABME,Alsask,Hamlet,Saskatchewan,51.37,-109.99,51.37,-109.98,Utility Fixed,Flat,Tariff,68221.91,8044.17,18849.11,21983.67,19344.94,Current,$118.78 ,$48.43 ,11.87,4.84,50
HABME,Alsask,Hamlet,Saskatchewan,51.37,-109.99,51.37,-109.98,Residential,Time of use,,6.61,0.68,1.88,2.27,1.76,Current,$99.64 ,$165.82 ,9.96,16.58,5.00E-03
HABME,Alsask,Hamlet,Saskatchewan,51.37,-109.99,51.37,-109.98,Residential,Flat,,6.61,0.68,1.88,2.27,1.76,Current,$149.93 ,$165.82 ,14.99,16.58,5.00E-03
HABME,Alsask,Hamlet,Saskatchewan,51.37,-109.99,51.37,-109.98,Commercial,Flat,,272.88,32.17,75.39,87.93,77.37,Current,$114.94 ,$113.05 ,11.49,11.3,0.2
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Residential,Flat,,6.53,0.69,1.87,2.21,1.74,Current,$152.63 ,$125.93 ,15.26,12.59,5.00E-03
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Utility Tracker,Time of use,Tariff,81787.61,8602.71,23423.72,27536.14,22225.03,Current,$66.52 ,$18.64 ,6.65,1.86,50
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Community,Time of use,,262.9,29.6,74.6,86.57,72.11,Current,$87.88 ,$146.51 ,8.78,14.65,0.2
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Community,Flat,,262.9,29.6,74.6,86.57,72.11,Current,$108.07 ,$146.51 ,10.8,14.65,0.2
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Utility Fixed,Time of use,Tariff,65726.84,7401.25,18652.4,21643.55,18029.62,Current,$77.58 ,$18.64 ,7.75,1.86,50
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Utility Fixed,Flat,No Tariff,65726.84,7401.25,18652.4,21643.55,18029.62,Current,$93.88 ,$18.64 ,9.38,1.86,50
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Residential,Time of use,,6.53,0.69,1.87,2.21,1.74,Current,$125.59 ,$125.93 ,12.55,12.59,5.00E-03
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Commercial,Flat,,262.9,29.6,74.6,86.57,72.11,Current,$121.31 ,$146.51 ,12.13,14.65,0.2
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Commercial,Time of use,,262.9,29.6,74.6,86.57,72.11,Current,$98.64 ,$146.51 ,9.86,14.65,0.2
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Utility Tracker,Flat,No Tariff,81787.61,8602.71,23423.72,27536.14,22225.03,Current,$80.66 ,$18.64 ,8.06,1.86,50
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Utility Fixed,Flat,Tariff,65726.84,7401.25,18652.4,21643.55,18029.62,Current,$95.41 ,$18.64 ,9.54,1.86,50
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Utility Tracker,Flat,Tariff,81787.61,8602.71,23423.72,27536.14,22225.03,Current,$81.89 ,$18.64 ,8.18,1.86,50
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Utility Tracker,Time of use,No Tariff,81787.61,8602.71,23423.72,27536.14,22225.03,Current,$65.52 ,$18.64 ,6.55,1.86,50
FACRM,Alsfeldt,Dispersed Rural Community,Ontario,44.01,-80.94,44.01,-80.94,Utility Fixed,Time of use,No Tariff,65726.84,7401.25,18652.4,21643.55,18029.62,Current,$76.33 ,$18.64 ,7.63,1.86,50
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Utility Fixed,Time of use,Tariff,71273.32,9502.15,20915.87,21667.62,19187.66,Current,$72.03 ,$18.64 ,7.2,1.86,50
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Utility Tracker,Flat,No Tariff,87333.85,11221.53,25587.74,27451.54,23073.03,Current,$75.86 ,$18.64 ,7.58,1.86,50
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Community,Time of use,,285.09,38,83.66,86.67,76.75,Current,$81.29 ,$146.51 ,8.12,14.65,0.2
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Residential,Flat,,7.05,0.88,2.1,2.22,1.84,Current,$141.62 ,$125.93 ,14.16,12.59,5.00E-03
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Utility Fixed,Flat,No Tariff,71273.32,9502.15,20915.87,21667.62,19187.66,Current,$86.95 ,$18.64 ,8.69,1.86,50
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Community,Flat,,285.09,38,83.66,86.67,76.75,Current,$99.72 ,$146.51 ,9.97,14.65,0.2
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Residential,Time of use,,7.05,0.88,2.1,2.22,1.84,Current,$116.35 ,$125.93 ,11.63,12.59,5.00E-03
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Commercial,Flat,,285.09,38,83.66,86.67,76.75,Current,$111.93 ,$146.51 ,11.19,14.65,0.2
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Utility Tracker,Time of use,No Tariff,87333.85,11221.53,25587.74,27451.54,23073.03,Current,$61.77 ,$18.64 ,6.17,1.86,50
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Utility Fixed,Flat,Tariff,71273.32,9502.15,20915.87,21667.62,19187.66,Current,$88.37 ,$18.64 ,8.83,1.86,50
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Utility Tracker,Time of use,Tariff,87333.85,11221.53,25587.74,27451.54,23073.03,Current,$62.71 ,$18.64 ,6.27,1.86,50
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Commercial,Time of use,,285.09,38,83.66,86.67,76.75,Current,$91.24 ,$146.51 ,9.12,14.65,0.2
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Utility Fixed,Time of use,No Tariff,71273.32,9502.15,20915.87,21667.62,19187.66,Current,$70.88 ,$18.64 ,7.08,1.86,50
FACRP,Alsops Beach,Dispersed Rural Community,Ontario,44.44,-79.15,44.45,-79.14,Utility Tracker,Flat,Tariff,87333.85,11221.53,25587.74,27451.54,23073.03,Current,$77.02 ,$18.64 ,7.7,1.86,50
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Residential,Flat,,6.73,0.95,1.87,2.06,1.83,Current,$147.45 ,$67.95 ,14.74,6.79,5.00E-03
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Utility Tracker,Flat,Tariff,82248.87,12350.01,22459.42,24339.94,23099.49,Current,$132.20 ,$32.70 ,13.22,3.27,50
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Utility Fixed,Flat,No Tariff,68455.82,10349.73,18670.43,20223.29,19212.36,Current,$87.92 ,$32.70 ,8.79,3.27,50
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Utility Fixed,Time of use,Tariff,68455.82,10349.73,18670.43,20223.29,19212.36,Current,$123.96 ,$32.70 ,12.39,3.27,50
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Residential,Time of use,,6.73,0.95,1.87,2.06,1.83,Current,$121.21 ,$67.95 ,12.12,6.79,5.00E-03
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Utility Tracker,Time of use,No Tariff,82248.87,12350.01,22459.42,24339.94,23099.49,Current,$63.52 ,$32.70 ,6.35,3.27,50
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Utility Tracker,Time of use,Tariff,82248.87,12350.01,22459.42,24339.94,23099.49,Current,$107.20 ,$32.70 ,10.72,3.27,50
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Utility Tracker,Flat,No Tariff,82248.87,12350.01,22459.42,24339.94,23099.49,Current,$78.34 ,$32.70 ,7.83,3.27,50
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Utility Fixed,Flat,Tariff,68455.82,10349.73,18670.43,20223.29,19212.36,Current,$152.68 ,$32.70 ,15.26,3.27,50
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Community,Flat,,273.82,41.39,74.68,80.89,76.84,Current,$100.33 ,$85.79 ,10.03,8.57,0.2
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Community,Time of use,,273.82,41.39,74.68,80.89,76.84,Current,$81.47 ,$85.79 ,8.14,8.57,0.2
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Commercial,Time of use,,273.82,41.39,74.68,80.89,76.84,Current,$93.26 ,$85.79 ,9.32,8.57,0.2
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Commercial,Flat,,273.82,41.39,74.68,80.89,76.84,Current,$114.85 ,$85.79 ,11.48,8.57,0.2
EKMDI,Alstonvale,Hamlet,Quebec,45.47,-74.18,45.49,-74.18,Utility Fixed,Time of use,No Tariff,68455.82,10349.73,18670.43,20223.29,19212.36,Current,$71.38 ,$32.70 ,7.13,3.27,50
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Utility Fixed,Time of use,Tariff,70762.12,12018.7,18862.8,21221.65,18658.95,Current,$72.44 ,$18.64 ,7.24,1.86,50
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Utility Tracker,Flat,No Tariff,86561.43,14242.45,22749.32,26856.76,22712.88,Current,$76.52 ,$18.64 ,7.65,1.86,50
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Residential,Flat,,6.96,1.1,1.89,2.17,1.78,Current,$143.41 ,$125.93 ,14.34,12.59,5.00E-03
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Utility Tracker,Time of use,No Tariff,86561.43,14242.45,22749.32,26856.76,22712.88,Current,$62.22 ,$18.64 ,6.22,1.86,50
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Community,Flat,,283.04,48.07,75.45,84.88,74.63,Current,$100.47 ,$146.51 ,10.04,14.65,0.2
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Utility Fixed,Flat,No Tariff,70762.12,12018.7,18862.8,21221.65,18658.95,Current,$87.58 ,$18.64 ,8.75,1.86,50
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Utility Tracker,Time of use,Tariff,86561.43,14242.45,22749.32,26856.76,22712.88,Current,$63.16 ,$18.64 ,6.31,1.86,50
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Residential,Time of use,,6.96,1.1,1.89,2.17,1.78,Current,$118.50 ,$125.93 ,11.85,12.59,5.00E-03
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Commercial,Flat,,283.04,48.07,75.45,84.88,74.63,Current,$112.77 ,$146.51 ,11.27,14.65,0.2
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Community,Time of use,,283.04,48.07,75.45,84.88,74.63,Current,$81.77 ,$146.51 ,8.17,14.65,0.2
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Utility Fixed,Flat,Tariff,70762.12,12018.7,18862.8,21221.65,18658.95,Current,$89.01 ,$18.64 ,8.9,1.86,50
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Commercial,Time of use,,283.04,48.07,75.45,84.88,74.63,Current,$91.78 ,$146.51 ,9.17,14.65,0.2
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Utility Fixed,Time of use,No Tariff,70762.12,12018.7,18862.8,21221.65,18658.95,Current,$71.27 ,$18.64 ,7.12,1.86,50
FAYTW,Alta Vista,Community,Ontario,45.38,-75.65,45.37,-75.66,Utility Tracker,Flat,Tariff,86561.43,14242.45,22749.32,26856.76,22712.88,Current,$77.69 ,$18.64 ,7.76,1.86,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Utility Fixed,Time of use,Tariff,69275.79,8407.72,20602.48,22072.05,18193.53,Current,$83.26 ,$48.43 ,8.32,4.84,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Utility Fixed,Flat,Tariff,69275.79,8407.72,20602.48,22072.05,18193.53,Current,$117.34 ,$48.43 ,11.73,4.84,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Utility Tracker,Time of use,No Tariff,87091.6,9757.47,25959.03,29023.83,22351.26,Current,$54.02 ,$48.43 ,5.4,4.84,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Utility Tracker,Flat,Tariff,87091.6,9757.47,25959.03,29023.83,22351.26,Current,$97.95 ,$48.43 ,9.79,4.84,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Utility Fixed,Flat,No Tariff,69275.79,8407.72,20602.48,22072.05,18193.53,Current,$87.28 ,$48.43 ,8.72,4.84,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Utility Tracker,Time of use,Tariff,87091.6,9757.47,25959.03,29023.83,22351.26,Current,$71.34 ,$48.43 ,7.13,4.84,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Community,Time of use,,277.1,33.63,82.4,88.28,72.77,Current,$72.41 ,$113.05 ,7.24,11.3,0.2
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Utility Fixed,Time of use,No Tariff,69275.79,8407.72,20602.48,22072.05,18193.53,Current,$61.93 ,$48.43 ,6.19,4.84,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Utility Tracker,Flat,No Tariff,87091.6,9757.47,25959.03,29023.83,22351.26,Current,$74.17 ,$48.43 ,7.41,4.84,50
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Commercial,Time of use,,277.1,33.63,82.4,88.28,72.77,Current,$80.30 ,$113.05 ,8.03,11.3,0.2
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Commercial,Flat,,277.1,33.63,82.4,88.28,72.77,Current,$113.21 ,$113.05 ,11.32,11.3,0.2
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Community,Flat,,277.1,33.63,82.4,88.28,72.77,Current,$102.09 ,$113.05 ,10.2,11.3,0.2
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Residential,Time of use,,6.76,0.72,2.06,2.29,1.67,Current,$96.92 ,$165.82 ,9.69,16.58,5.00E-03
HAWJL,Alta Vista,Organized Hamlet,Saskatchewan,50.8,-104.96,50.81,-104.98,Residential,Flat,,6.76,0.72,2.06,2.29,1.67,Current,$146.69 ,$165.82 ,14.66,16.58,5.00E-03
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Residential,Time of use,,6.83,0.81,1.83,2.36,1.82,Current,$103.41 ,$97.06 ,10.34,9.7,5.00E-03
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Commercial,Time of use,,282.58,37.75,73.48,90.83,80.51,Current,$74.16 ,$84.13 ,7.41,8.41,0.2
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Commercial,Flat,,282.58,37.75,73.48,90.83,80.51,Current,$101.78 ,$84.13 ,10.17,8.41,0.2
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Utility Tracker,Flat,No Tariff,87719.91,10947.76,22416.07,30072.13,24283.94,Current,$69.39 ,$25.98 ,6.93,2.59,50
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Utility Tracker,Time of use,No Tariff,87719.91,10947.76,22416.07,30072.13,24283.94,Current,$51.59 ,$25.98 ,5.15,2.59,50
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Utility Fixed,Time of use,Tariff,70646.6,9438.64,18371.76,22707.69,20128.5,Current,$64.65 ,$25.98 ,6.46,2.59,50
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Utility Fixed,Flat,Tariff,70646.6,9438.64,18371.76,22707.69,20128.5,Current,$88.73 ,$25.98 ,8.87,2.59,50
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Residential,Flat,,6.83,0.81,1.83,2.36,1.82,Current,$132.70 ,$97.06 ,13.27,9.7,5.00E-03
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Utility Fixed,Time of use,No Tariff,70646.6,9438.64,18371.76,22707.69,20128.5,Current,$58.66 ,$25.98 ,5.86,2.59,50
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Utility Fixed,Flat,No Tariff,70646.6,9438.64,18371.76,22707.69,20128.5,Current,$80.51 ,$25.98 ,8.05,2.59,50
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Community,Time of use,,282.58,37.75,73.48,90.83,80.51,Current,$70.43 ,$84.13 ,7.04,8.41,0.2
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Community,Flat,,282.58,37.75,73.48,90.83,80.51,Current,$96.66 ,$84.13 ,9.66,8.41,0.2
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Utility Tracker,Time of use,Tariff,87719.91,10947.76,22416.07,30072.13,24283.94,Current,$56.49 ,$25.98 ,5.64,2.59,50
IABHB,Altadore,Urban Community,Alberta,51.01,-114.1,51.01,-114.1,Utility Tracker,Flat,Tariff,87719.91,10947.76,22416.07,30072.13,24283.94,Current,$75.99 ,$25.98 ,7.59,2.59,50
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Residential,Flat,,5.83,0.61,1.59,2.17,1.44,Current,$168.10 ,$97.75 ,16.81,9.77,5.00E-03
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Utility Fixed,Time of use,Tariff,59197.35,6888.8,15941.61,21033.91,15333.02,Current,$107.26 ,$47.71 ,10.72,4.77,50
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Commercial,Time of use,,236.78,27.55,63.76,84.13,61.33,Current,$106.29 ,$87.21 ,10.62,8.72,0.2
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Commercial,Flat,,236.78,27.55,63.76,84.13,61.33,Current,$131.99 ,$87.21 ,13.19,8.72,0.2
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Utility Fixed,Flat,Tariff,59197.35,6888.8,15941.61,21033.91,15333.02,Current,$133.20 ,$47.71 ,13.32,4.77,50
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Utility Tracker,Time of use,Tariff,72552.06,8034.93,19401.47,27013.7,18101.94,Current,$92.19 ,$47.71 ,9.21,4.77,50
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Utility Tracker,Flat,No Tariff,72552.06,8034.93,19401.47,27013.7,18101.94,Current,$90.42 ,$47.71 ,9.04,4.77,50
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Utility Fixed,Time of use,No Tariff,59197.35,6888.8,15941.61,21033.91,15333.02,Current,$83.52 ,$47.71 ,8.35,4.77,50
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Community,Flat,,236.78,27.55,63.76,84.13,61.33,Current,$125.47 ,$87.21 ,12.54,8.72,0.2
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Community,Time of use,,236.78,27.55,63.76,84.13,61.33,Current,$101.03 ,$87.21 ,10.1,8.72,0.2
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Utility Fixed,Flat,No Tariff,59197.35,6888.8,15941.61,21033.91,15333.02,Current,$103.73 ,$47.71 ,10.37,4.77,50
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Utility Tracker,Time of use,No Tariff,72552.06,8034.93,19401.47,27013.7,18101.94,Current,$72.84 ,$47.71 ,7.28,4.77,50
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Residential,Time of use,,5.83,0.61,1.59,2.17,1.44,Current,$139.45 ,$97.75 ,13.94,9.77,5.00E-03
JAAAD,Altamont,Community,British Columbia,49.33,-123.2,49.33,-123.22,Utility Tracker,Flat,Tariff,72552.06,8034.93,19401.47,27013.7,18101.94,Current,$114.43 ,$47.71 ,11.44,4.77,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Utility Tracker,Time of use,No Tariff,87860.41,12121.27,23888.57,27781.13,24069.43,Current,$60.95 ,$33.42 ,6.09,3.34,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Commercial,Flat,,283.91,41.5,76.42,86.64,79.34,Current,$111.68 ,$66.40 ,11.16,6.64,0.2
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Commercial,Time of use,,283.91,41.5,76.42,86.64,79.34,Current,$91.77 ,$66.40 ,9.17,6.64,0.2
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Utility Tracker,Time of use,Tariff,87860.41,12121.27,23888.57,27781.13,24069.43,Current,$79.69 ,$33.42 ,7.96,3.34,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Utility Fixed,Time of use,No Tariff,70979,10376.53,19105.31,21661.07,19836.08,Current,$70.49 ,$33.42 ,7.04,3.34,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Utility Tracker,Flat,No Tariff,87860.41,12121.27,23888.57,27781.13,24069.43,Current,$74.30 ,$33.42 ,7.43,3.34,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Residential,Flat,,6.88,0.9,1.91,2.23,1.83,Current,$145.49 ,$87.21 ,14.54,8.72,5.00E-03
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Residential,Time of use,,6.88,0.9,1.91,2.23,1.83,Current,$122.62 ,$87.21 ,12.26,8.72,5.00E-03
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Utility Fixed,Time of use,Tariff,70979,10376.53,19105.31,21661.07,19836.08,Current,$93.78 ,$33.42 ,9.37,3.34,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Utility Tracker,Flat,Tariff,87860.41,12121.27,23888.57,27781.13,24069.43,Current,$97.16 ,$33.42 ,9.71,3.34,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Utility Fixed,Flat,No Tariff,70979,10376.53,19105.31,21661.07,19836.08,Current,$85.79 ,$33.42 ,8.57,3.34,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Community,Time of use,,283.91,41.5,76.42,86.64,79.34,Current,$81.41 ,$66.40 ,8.14,6.64,0.2
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Utility Fixed,Flat,Tariff,70979,10376.53,19105.31,21661.07,19836.08,Current,$114.14 ,$33.42 ,11.41,3.34,50
GAAPS,Altamont,Local Urban District,Manitoba,49.39,-98.49,49.41,-98.5,Community,Flat,,283.91,41.5,76.42,86.64,79.34,Current,$99.06 ,$66.40 ,9.9,6.64,0.2
IABHC,Altario,Hamlet,Alberta,51.91,-110.16,51.93,-110.18,Residential,Time of use,,6.39,0.67,1.85,2.23,1.62,Current,$108.64 ,$97.06 ,10.86,9.7,5.00E-03
IABHC,Altario,Hamlet,Alberta,51.91,-110.16,51.93,-110.18,Commercial,Flat,,264.58,31.66,74.43,86.45,72.02,Current,$108.68 ,$84.13 ,10.86,8.41,0.2
IABHC,Altario,Hamlet,Alberta,51.91,-110.16,51.93,-110.18,Commercial,Time of use,,264.58,31.66,74.43,86.45,72.02,Current,$79.29 ,$84.13 ,7.92,8.41,0.2
IABHC,Altario,Hamlet,Alberta,51.91,-110.16,51.93,-110.18,Utility Tracker,Flat,No Tariff,81587.99,9174.25,23044.4,27775.19,21594.13,Current,$74.41 ,$25.98 ,7.44,2.59,50
IABHC,Altario,Hamlet,Alberta,51.91,-110.16,51.93,-110.18,Utility Fixed,Flat,Tariff,66145.17,7916.03,18607.79,21614.32,18007.02,Current,$94.50 ,$25.98 ,9.45,2.59,50
IABHC,Altario,Hamlet,Alberta,51.91,-110.16,51.93,-110.18,Residential,Flat,,6.39,0.67,1.85,2.23,1.62,Current,$141.82 ,$97.06 ,14.18,9.7,5.00E-03
IABHC,Altario,Hamlet,Alberta,51.91,-110.16,51.93,-110.18,Utility Tracker,Time of use,Tariff,81587.99,9174.25,23044.4,27775.19,21594.13,Current,$60.58 ,$25.98 ,6.05,2.59,50
IABHC,Altario,Hamlet,Alberta,51.91,-110.16,51.93,-110.18,Utility Fixed,Time of use,No Tariff,66145.17,7916.03,18607.79,21614.32,18007.02,Current,$62.54 ,$25.98 ,6.25,2.59,50
